Species,elevation,soil_type,SepalLengthCm,SepalWidthCm,PetalLengthCm,PetalWidthCm,sepal_area,petal_area,sepal_aspect_ratio,petal_aspect_ratio,sepal_to_petal_length_ratio,sepal_to_petal_width_ratio,sepal_petal_length_diff,sepal_petal_width_diff,petal_curvature_mm,petal_texture_trichomes_per_mm2,leaf_area_cm2,sepal_area_sqrt,petal_area_sqrt,area_ratios
setosa,88.7,sandy,5.01,3.72,1.63,0.35,18.6372,0.5704999999999999,1.346774193548387,4.6571428571428575,3.0736196319018405,10.62857142857143,3.38,3.37,5.08,20.69,58.39,4.317082348067963,0.7553145040312677,32.66818580192814
virginica,278.1,loamy,6.07,3.2,4.64,2.05,19.424000000000003,9.512,1.896875,2.2634146341463417,1.308189655172414,1.5609756097560978,1.4300000000000006,1.1500000000000004,10.73,12.57,64.59,4.407266726668583,3.0841530441921976,2.0420521446593782
versicolor,235.2,sandy,6.18,2.11,4.33,1.31,13.039799999999998,5.6723,2.928909952606635,3.3053435114503817,1.4272517321016165,1.6106870229007633,1.85,0.7999999999999998,8.47,15.46,71.41,3.611066324508593,2.3816590855955853,2.2988558433087105
versicolor,245.1,clay,6.39,2.98,4.78,1.84,19.0422,8.795200000000001,2.1442953020134228,2.597826086956522,1.3368200836820083,1.6195652173913042,1.6099999999999994,1.14,8.47,17.54,62.0,4.363736930659317,2.9656702446495973,2.165067309441513
virginica,242.8,sandy,6.64,2.78,4.83,1.16,18.4592,5.602799999999999,2.3884892086330938,4.163793103448276,1.3747412008281572,2.396551724137931,1.81,1.62,11.82,10.41,78.47,4.296417111966667,2.367023447285641,3.2946383950881706
setosa,85.7,clay,4.81,3.93,1.58,0.29,18.9033,0.4582,1.223918575063613,5.448275862068966,3.0443037974683542,13.551724137931036,3.2299999999999995,3.64,4.36,14.98,45.39,4.347792543348866,0.6769047200308179,41.25556525534701
versicolor,263.6,loamy,5.6,2.71,3.06,1.41,15.175999999999998,4.3146,2.066420664206642,2.170212765957447,1.830065359477124,1.9219858156028369,2.54,1.3,7.39,15.4,60.66,3.895638586932828,2.077161524773651,3.517359662541139
virginica,68.6,loamy,7.18,3.13,6.04,2.05,22.4734,12.382,2.293929712460064,2.9463414634146345,1.1887417218543046,1.526829268292683,1.1399999999999997,1.08,11.47,10.93,70.98,4.740611774866193,3.5188066158855618,1.815005653367792
setosa,110.9,loamy,4.85,2.87,1.23,0.26,13.9195,0.3198,1.6898954703832751,4.730769230769231,3.9430894308943087,11.038461538461538,3.62,2.6100000000000003,4.03,21.56,40.57,3.730884613600373,0.5655086206239477,43.52564102564102
versicolor,168.6,clay,6.21,2.9,4.31,1.4,18.009,6.033999999999999,2.141379310344828,3.0785714285714283,1.4408352668213458,2.071428571428572,1.9000000000000004,1.5,7.87,17.28,67.89,4.243701214741678,2.456420159500406,2.984587338415645
setosa,207.1,clay,5.11,4.76,1.46,0.2,24.3236,0.292,1.073529411764706,7.3,3.5000000000000004,23.8,3.65,4.56,3.91,17.06,46.25,4.93189618706639,0.5403702434442518,83.3
virginica,130.1,clay,6.98,3.2,5.91,2.29,22.336,13.5339,2.18125,2.5807860262008733,1.1810490693739426,1.3973799126637556,1.0700000000000005,0.91,11.26,10.28,64.02,4.726097756077418,3.6788449274194743,1.6503742454133694
setosa,166.6,clay,5.01,3.97,1.24,0.33,19.8897,0.4092,1.2619647355163728,3.757575757575757,4.040322580645161,12.030303030303031,3.77,3.64,5.32,23.85,40.78,4.459786990429027,0.6396874236687791,48.606304985337246
virginica,89.3,sandy,7.32,2.67,5.8,1.95,19.5444,11.31,2.741573033707865,2.9743589743589745,1.2620689655172417,1.3692307692307693,1.5200000000000005,0.72,12.69,9.52,82.43,4.420904884749275,3.363034344160047,1.7280636604774535
setosa,149.0,clay,5.32,3.69,1.56,0.5,19.6308,0.78,1.4417344173441735,3.12,3.41025641025641,7.38,3.76,3.19,5.09,20.39,54.8,4.4306658641788825,0.8831760866327847,25.167692307692302
virginica,172.9,clay,7.28,3.87,4.8,1.93,28.1736,9.264,1.8811369509043927,2.4870466321243523,1.5166666666666668,2.005181347150259,2.4800000000000004,1.94,10.07,8.83,81.33,5.307880933103153,3.043681980759488,3.04119170984456
virginica,52.3,loamy,8.1,2.45,5.96,1.74,19.845,10.3704,3.3061224489795915,3.425287356321839,1.3590604026845636,1.4080459770114944,2.14,0.7100000000000002,8.96,12.76,74.76,4.4547727214752495,3.220310544031429,1.9136195325156211
versicolor,261.3,sandy,6.37,2.45,3.68,1.16,15.606500000000002,4.2688,2.6,3.172413793103449,1.7309782608695652,2.112068965517241,2.69,1.2900000000000005,8.01,20.01,58.21,3.9505062966662896,2.066107451223193,3.655945464767617
virginica,149.9,loamy,6.72,3.59,5.08,1.52,24.1248,7.7216,1.871866295264624,3.3421052631578947,1.3228346456692912,2.361842105263158,1.6399999999999997,2.07,9.86,10.51,62.05,4.911700316590986,2.778776709273345,3.124326564442602
versicolor,209.8,sandy,6.94,2.37,4.06,1.21,16.4478,4.912599999999999,2.928270042194093,3.355371900826446,1.7093596059113303,1.9586776859504131,2.880000000000001,1.16,9.14,18.48,58.58,4.055588736546151,2.2164385847570878,3.3480845173635148
virginica,282.5,loamy,6.82,3.15,5.72,1.51,21.483,8.6372,2.1650793650793654,3.7880794701986753,1.1923076923076923,2.086092715231788,1.1000000000000003,1.64,12.53,8.06,64.91,4.634975728091788,2.938911363073068,2.4872643912379013
versicolor,50.4,sandy,6.61,2.69,5.06,0.87,17.7809,4.4022,2.4572490706319705,5.816091954022988,1.306324110671937,3.0919540229885056,1.5500000000000007,1.82,8.43,15.33,52.5,4.216740447312355,2.0981420352302176,4.039094089318977
setosa,51.0,sandy,4.9,2.56,1.51,0.23,12.544,0.3473,1.9140625,6.565217391304348,3.2450331125827816,11.130434782608695,3.390000000000001,2.33,5.45,22.27,45.55,3.541750979388585,0.5893216439263028,36.11862942700835
versicolor,250.8,sandy,6.28,2.81,4.27,1.07,17.646800000000002,4.5689,2.2348754448398576,3.990654205607476,1.4707259953161596,2.6261682242990654,2.0100000000000007,1.74,8.73,16.66,68.75,4.200809445809225,2.137498538011196,3.8623738755499137
virginica,101.3,loamy,6.47,3.33,5.16,1.51,21.5451,7.7916,1.9429429429429428,3.4172185430463577,1.253875968992248,2.205298013245033,1.3099999999999996,1.82,11.73,5.28,70.29,4.64166995810775,2.7913437624198134,2.765170183274295
versicolor,166.8,clay,6.45,3.08,3.87,1.37,19.866,5.301900000000001,2.094155844155844,2.824817518248175,1.6666666666666667,2.248175182481752,2.58,1.71,8.41,16.4,51.7,4.457129120857954,2.302585503298412,3.746958637469586
versicolor,105.9,loamy,6.03,2.09,4.3,1.3,12.6027,5.59,2.885167464114833,3.3076923076923075,1.402325581395349,1.6076923076923075,1.7300000000000004,0.7899999999999998,8.87,14.31,63.57,3.5500281689023256,2.364318083507378,2.254508050089445
versicolor,83.7,clay,6.72,3.18,4.6,1.53,21.3696,7.037999999999999,2.1132075471698117,3.006535947712418,1.4608695652173913,2.07843137254902,2.12,1.65,7.66,16.93,62.65,4.622726468221973,2.652922916332097,3.0363171355498726
setosa,190.4,sandy,5.05,3.49,1.37,0.25,17.6245,0.3425,1.446991404011461,5.48,3.686131386861313,13.96,3.68,3.24,4.85,18.73,52.36,4.1981543563809085,0.5852349955359812,51.45839416058394
virginica,223.1,clay,7.07,3.2,5.28,1.9,22.624,10.032,2.209375,2.778947368421053,1.3390151515151516,1.6842105263157896,1.79,1.3000000000000005,10.68,10.56,71.13,4.75646927878232,3.1673332631726647,2.25518341307815
setosa,152.2,loamy,4.99,2.69,1.48,0.33,13.4231,0.4884,1.8550185873605949,4.484848484848484,3.371621621621622,8.15151515151515,3.51,2.36,5.29,21.1,49.82,3.6637549044661815,0.698856208386246,27.483824733824733
versicolor,94.6,sandy,5.9,2.52,4.87,1.09,14.868,5.308300000000001,2.3412698412698414,4.467889908256881,1.211498973305955,2.311926605504587,1.0300000000000002,1.43,10.45,13.75,64.35,3.855904563134311,2.3039748262513635,2.800896708927528
virginica,102.6,clay,6.88,2.89,6.24,2.37,19.8832,14.788800000000002,2.3806228373702423,2.632911392405063,1.1025641025641024,1.219409282700422,0.6399999999999997,0.52,14.35,10.33,69.62,4.459058196525361,3.845620886150896,1.3444769014389266
setosa,276.5,loamy,4.75,2.8,1.15,0.31,13.3,0.3565,1.6964285714285716,3.7096774193548394,4.130434782608696,9.032258064516128,3.6,2.49,4.78,27.12,45.35,3.6469165057620936,0.5970762095411272,37.30715287517531
versicolor,153.0,clay,6.3,2.71,5.17,1.51,17.073,7.8067,2.3247232472324724,3.423841059602649,1.218568665377176,1.794701986754967,1.13,1.2,9.13,16.3,66.83,4.131948692808273,2.7940472436950667,2.1869676047497664
setosa,89.0,clay,4.93,3.81,1.94,0.35,18.7833,0.6789999999999999,1.2939632545931758,5.542857142857143,2.5412371134020617,10.885714285714286,2.99,3.46,5.39,20.47,49.84,4.333970465981512,0.8240145629781066,27.66318114874816
versicolor,121.3,loamy,7.36,2.6,4.64,1.05,19.136000000000003,4.872,2.830769230769231,4.419047619047618,1.5862068965517244,2.4761904761904763,2.7200000000000006,1.55,7.02,14.03,58.92,4.374471396637541,2.207260745811423,3.927750410509032
versicolor,129.0,sandy,7.31,2.59,5.2,1.04,18.9329,5.408,2.8223938223938223,5.0,1.4057692307692309,2.490384615384615,2.1099999999999994,1.5499999999999998,6.98,19.34,59.51,4.351195238092632,2.3255106965997814,3.5009060650887567
versicolor,157.5,loamy,5.8,2.9,4.14,1.28,16.82,5.2992,2.0,3.234375,1.4009661835748792,2.265625,1.66,1.62,9.23,15.48,53.73,4.101219330881976,2.3019991311901054,3.174064009661836
setosa,264.2,clay,4.98,3.63,1.84,0.38,18.0774,0.6992,1.371900826446281,4.842105263157895,2.706521739130435,9.552631578947368,3.140000000000001,3.25,5.05,21.48,50.1,4.251752579819292,0.8361817984146749,25.85440503432494
setosa,166.0,sandy,4.73,2.98,1.51,0.18,14.0954,0.2718,1.5872483221476512,8.38888888888889,3.132450331125828,16.555555555555557,3.2200000000000006,2.8,4.6,22.26,51.41,3.7543841039510064,0.521344415909483,51.85945548197205
virginica,203.8,sandy,6.15,2.49,5.6,1.74,15.313500000000005,9.744,2.469879518072289,3.2183908045977008,1.0982142857142858,1.4310344827586208,0.5500000000000007,0.7500000000000002,11.85,12.69,80.16,3.913246733851573,3.121538082420267,1.5715825123152714
setosa,96.8,clay,5.55,4.1,1.86,0.34,22.755,0.6324000000000001,1.353658536585366,5.470588235294118,2.983870967741935,12.058823529411764,3.69,3.76,5.1,15.17,55.82,4.77022012070722,0.7952358140828417,35.9819734345351
versicolor,143.0,loamy,5.74,2.66,5.1,1.27,15.268400000000002,6.476999999999999,2.1578947368421053,4.015748031496063,1.1254901960784316,2.0944881889763782,0.6400000000000006,1.39,7.41,14.69,61.57,3.907480006346802,2.5449950884039048,2.3573259224949825
setosa,294.1,clay,5.35,3.16,1.66,0.24,16.906,0.3984,1.6930379746835442,6.916666666666667,3.2228915662650603,13.166666666666668,3.69,2.92,5.41,18.36,46.48,4.111690649842227,0.63118935352238,42.43473895582329
versicolor,71.6,clay,6.46,3.45,4.44,1.31,22.287000000000003,5.816400000000001,1.872463768115942,3.389312977099237,1.4549549549549547,2.633587786259542,2.02,2.14,7.38,13.85,58.79,4.720910929047487,2.411721376942204,3.831751598927172
versicolor,72.4,loamy,6.27,3.11,4.58,1.31,19.4997,5.9998000000000005,2.0160771704180065,3.49618320610687,1.3689956331877728,2.374045801526717,1.6899999999999995,1.7999999999999998,7.56,13.16,60.99,4.41584646472225,2.44944891761392,3.250058335277842
virginica,276.4,loamy,5.61,3.06,5.83,2.47,17.166600000000003,14.400100000000002,1.8333333333333333,2.360323886639676,0.9622641509433962,1.2388663967611335,-0.2199999999999997,0.5899999999999999,11.51,8.86,73.7,4.14325958636434,3.7947463683360976,1.1921167214116568
virginica,60.0,loamy,7.18,2.73,6.23,1.87,19.6014,11.650100000000002,2.63003663003663,3.331550802139037,1.1524879614767254,1.459893048128342,0.9499999999999992,0.8599999999999999,12.93,6.27,73.77,4.427346835295378,3.41322428211215,1.682509163011476
virginica,110.4,sandy,7.27,2.73,5.76,1.52,19.8471,8.7552,2.663003663003663,3.789473684210526,1.2621527777777777,1.7960526315789471,1.5099999999999998,1.21,10.67,8.17,63.55,4.455008417500465,2.9589187214251087,2.266892817982456
virginica,171.8,clay,5.53,3.26,6.02,2.4,18.0278,14.448,1.6963190184049082,2.5083333333333333,0.9186046511627908,1.3583333333333334,-0.4899999999999993,0.8599999999999999,13.57,12.56,73.88,4.245915684513766,3.801052485825472,1.2477713178294574
virginica,113.2,loamy,7.35,3.15,5.76,2.11,23.1525,12.1536,2.333333333333333,2.729857819905213,1.2760416666666667,1.4928909952606635,1.59,1.04,11.72,8.68,64.77,4.811704479703632,3.486201371120148,1.904991113744076
virginica,171.6,clay,5.88,3.36,4.13,1.91,19.7568,7.888299999999999,1.75,2.162303664921466,1.423728813559322,1.7591623036649215,1.75,1.45,10.45,10.9,63.7,4.444862202588512,2.808611756722527,2.5045700594551423
virginica,183.0,clay,6.97,4.11,5.67,2.49,28.646700000000003,14.1183,1.6958637469586373,2.27710843373494,1.2292768959435625,1.6506024096385543,1.2999999999999998,1.62,13.65,8.25,76.93,5.352261204388292,3.757432634126659,2.029047406557446
versicolor,266.1,clay,6.32,3.63,4.57,1.23,22.9416,5.6211,1.741046831955923,3.715447154471545,1.3829321663019694,2.951219512195122,1.75,2.4,8.07,17.18,66.35,4.7897390325569935,2.3708859103719013,4.081336393232641
setosa,212.6,clay,5.46,3.91,1.49,0.25,21.3486,0.3725,1.3964194373401535,5.96,3.664429530201342,15.64,3.97,3.66,4.83,19.6,51.84,4.6204545230961855,0.6103277807866851,57.311677852349
versicolor,158.3,loamy,5.75,2.88,3.24,1.61,16.56,5.216400000000001,1.996527777777778,2.012422360248447,1.7746913580246912,1.7888198757763971,2.51,1.2699999999999998,7.67,13.98,60.95,4.069397989875161,2.283943957280914,3.174603174603173
virginica,248.7,clay,6.65,3.04,4.85,2.2,20.216,10.67,2.1875,2.204545454545454,1.371134020618557,1.3818181818181816,1.8000000000000007,0.8399999999999999,9.16,10.07,65.76,4.496220635155709,3.266496594212215,1.894657919400188
versicolor,103.4,sandy,7.08,2.58,4.27,1.62,18.2664,6.9174,2.744186046511628,2.635802469135802,1.6580796252927403,1.5925925925925926,2.8100000000000005,0.96,10.58,10.74,55.82,4.27392091644195,2.6300950553164424,2.6406453291699195
versicolor,127.3,clay,6.85,3.22,4.0,1.3,22.057,5.2,2.127329192546584,3.0769230769230766,1.7125,2.476923076923077,2.85,1.92,8.82,17.09,58.12,4.6964880495962085,2.280350850198276,4.241730769230768
virginica,222.3,loamy,6.0,3.08,5.88,2.37,18.48,13.9356,1.948051948051948,2.481012658227848,1.020408163265306,1.29957805907173,0.1200000000000001,0.71,17.05,9.55,68.46,4.298837052040936,3.7330416552725474,1.3261000602772754
setosa,299.9,clay,5.01,4.05,1.35,0.34,20.2905,0.4590000000000001,1.237037037037037,3.9705882352941178,3.711111111111111,11.911764705882351,3.66,3.71,4.27,22.07,50.28,4.504497752247191,0.677495387438173,44.20588235294117
setosa,102.3,loamy,5.88,3.26,1.39,0.44,19.1688,0.6115999999999999,1.803680981595092,3.1590909090909087,4.23021582733813,7.409090909090908,4.49,2.82,5.94,19.34,48.23,4.378218815911329,0.782048591840686,31.34205362982341
virginica,174.5,loamy,7.82,3.24,5.74,2.0,25.336800000000004,11.48,2.4135802469135803,2.87,1.362369337979094,1.62,2.08,1.2400000000000002,13.24,10.89,57.81,5.033567323479443,3.388214869219483,2.2070383275261327
virginica,94.1,clay,7.74,3.48,6.52,2.31,26.9352,15.0612,2.2241379310344827,2.8225108225108224,1.187116564417178,1.5064935064935066,1.2200000000000006,1.17,12.34,5.95,65.28,5.189913294073419,3.8808761897282937,1.7883833957453592
setosa,76.5,sandy,4.68,3.17,1.61,0.24,14.8356,0.3864,1.476340694006309,6.708333333333334,2.9068322981366457,13.208333333333334,3.0699999999999994,2.93,4.64,17.72,45.36,3.851700922968968,0.6216108107168021,38.3944099378882
versicolor,227.4,loamy,6.42,2.54,4.87,1.29,16.3068,6.2823,2.52755905511811,3.775193798449613,1.3182751540041069,1.9689922480620157,1.5499999999999998,1.25,8.28,13.64,54.74,4.038167901412718,2.506451675177481,2.595673559046846
versicolor,237.2,loamy,6.0,2.81,3.8,1.37,16.86,5.206,2.1352313167259784,2.773722627737226,1.5789473684210529,2.051094890510949,2.2,1.44,6.67,15.46,54.3,4.106093033529562,2.2816660579497605,3.2385708797541293
setosa,174.1,clay,4.65,3.95,1.13,0.34,18.367500000000003,0.3842,1.1772151898734178,3.323529411764705,4.115044247787611,11.617647058823527,3.5200000000000005,3.61,4.61,19.97,46.65,4.285732142819941,0.6198386886924694,47.80713170223843
versicolor,108.1,sandy,7.24,2.69,4.63,1.06,19.4756,4.9078,2.6914498141263943,4.367924528301886,1.5637149028077757,2.537735849056604,2.6100000000000003,1.63,7.89,18.06,62.04,4.413116812412742,2.215355501945455,3.9682953665593534
setosa,187.9,sandy,4.53,2.65,1.44,0.24,12.0045,0.3455999999999999,1.709433962264151,6.0,3.145833333333333,11.041666666666666,3.0900000000000003,2.41,5.2,19.08,39.51,3.4647510733095963,0.5878775382679627,34.73524305555556
setosa,151.4,sandy,4.49,2.78,1.55,0.37,12.4822,0.5735,1.615107913669065,4.1891891891891895,2.8967741935483877,7.513513513513513,2.9400000000000004,2.41,5.7,19.45,48.01,3.53301570899423,0.7572978278062074,21.764952048823016
versicolor,121.4,sandy,5.66,2.48,4.11,1.09,14.0368,4.479900000000001,2.282258064516129,3.770642201834862,1.3771289537712894,2.275229357798165,1.5499999999999998,1.39,7.14,15.92,47.44,3.746571766295155,2.1165774259402848,3.1332842250943096
setosa,263.1,clay,5.01,4.27,1.55,0.28,21.3927,0.434,1.1733021077283372,5.535714285714286,3.2322580645161287,15.249999999999996,3.46,3.9899999999999993,5.26,20.19,49.28,4.625224318884436,0.6587867636800242,49.29193548387096
virginica,76.0,loamy,6.64,3.12,5.22,2.04,20.7168,10.6488,2.128205128205128,2.5588235294117645,1.2720306513409962,1.5294117647058825,1.42,1.08,10.55,9.95,80.77,4.551571157303816,3.263249913812915,1.945458643227406
versicolor,264.0,loamy,6.4,2.84,3.4,1.12,18.176,3.808,2.2535211267605635,3.035714285714285,1.8823529411764708,2.535714285714285,3.0000000000000004,1.7199999999999998,7.6,13.19,63.34,4.263332030231752,1.951409746824075,4.773109243697478
setosa,150.6,clay,4.67,3.24,1.4,0.12,15.1308,0.1679999999999999,1.441358024691358,11.666666666666666,3.335714285714286,27.000000000000004,3.27,3.12,4.51,14.67,50.1,3.889832901295376,0.4098780306383839,90.06428571428573
virginica,238.5,loamy,6.6,2.31,5.16,2.05,15.246,10.578,2.8571428571428568,2.517073170731708,1.2790697674418603,1.126829268292683,1.4399999999999995,0.2600000000000002,10.79,12.05,56.95,3.9046126568457455,3.252383741196601,1.4412932501418037
setosa,134.3,clay,5.46,3.81,1.61,0.27,20.8026,0.4347,1.4330708661417322,5.962962962962963,3.391304347826087,14.11111111111111,3.85,3.54,4.64,19.59,57.36,4.560986735345763,0.6593178292750773,47.85507246376812
setosa,59.4,loamy,5.3,3.19,1.97,0.34,16.907,0.6698000000000001,1.6614420062695925,5.794117647058823,2.6903553299492384,9.38235294117647,3.33,2.85,4.84,13.85,57.93,4.111812252523211,0.818413098624405,25.24186324275903
setosa,223.4,loamy,5.34,2.92,1.11,0.33,15.5928,0.3663,1.8287671232876712,3.363636363636364,4.8108108108108105,8.848484848484848,4.23,2.59,4.94,20.39,50.96,3.94877196100256,0.6052272300549605,42.56838656838656
versicolor,248.9,sandy,6.28,2.76,3.97,1.35,17.3328,5.359500000000001,2.27536231884058,2.9407407407407407,1.5818639798488665,2.0444444444444443,2.31,1.4099999999999997,10.03,15.31,56.42,4.163267947178034,2.315059394486457,3.234033025468793
versicolor,130.2,loamy,7.24,3.22,4.28,1.58,23.312800000000003,6.7624,2.248447204968944,2.708860759493671,1.6915887850467288,2.037974683544304,2.96,1.64,6.97,13.56,64.16,4.828333045679431,2.6004614975038565,3.447415118892701
setosa,250.8,sandy,5.06,3.26,1.77,0.17,16.495599999999996,0.3009,1.5521472392638036,10.411764705882351,2.8587570621468923,19.17647058823529,3.29,3.09,5.92,15.7,47.25,4.061477563646018,0.5485435260760991,54.82087072116981
setosa,260.8,loamy,5.54,3.91,1.21,0.32,21.6614,0.3872,1.4168797953964194,3.78125,4.578512396694215,12.21875,4.33,3.5900000000000003,4.35,22.51,47.07,4.654180916122621,0.6222539674441618,55.94369834710744
versicolor,51.0,sandy,6.46,2.44,4.42,1.0,15.7624,4.42,2.6475409836065573,4.42,1.4615384615384617,2.44,2.04,1.44,8.7,12.38,57.64,3.970188912381878,2.102379604162864,3.566153846153846
setosa,227.3,clay,5.2,3.22,1.44,0.21,16.744000000000003,0.3024,1.6149068322981366,6.857142857142857,3.611111111111111,15.333333333333336,3.76,3.01,4.36,19.24,53.0,4.091943303615045,0.5499090833947008,55.37037037037038
virginica,62.1,loamy,6.54,3.14,5.25,2.52,20.5356,13.23,2.0828025477707004,2.083333333333333,1.2457142857142858,1.246031746031746,1.29,0.6200000000000001,10.11,11.18,71.72,4.531622226090785,3.6373066958946425,1.552199546485261
versicolor,97.8,loamy,6.08,3.07,4.88,1.7,18.6656,8.296,1.980456026058632,2.8705882352941177,1.2459016393442623,1.8058823529411765,1.2000000000000002,1.37,7.51,16.57,71.15,4.320370354495086,2.8802777643831505,2.249951783992285
setosa,184.8,loamy,4.9,3.09,1.45,0.21,15.141,0.3045,1.585760517799353,6.904761904761905,3.3793103448275867,14.714285714285714,3.45,2.88,4.54,19.84,58.41,3.891143790712443,0.5518151864528558,49.72413793103448
versicolor,170.5,sandy,5.84,2.15,4.15,0.82,12.556,3.403,2.7162790697674417,5.060975609756098,1.4072289156626503,2.6219512195121952,1.6899999999999995,1.33,8.03,15.83,60.75,3.5434446517477878,1.8447222013083704,3.6896855715545103
versicolor,245.7,loamy,5.55,3.06,3.65,1.47,16.983,5.3655,1.8137254901960784,2.4829931972789114,1.5205479452054795,2.0816326530612246,1.9,1.59,7.03,16.95,52.02,4.121043557158793,2.3163548950884016,3.165222253284876
versicolor,173.6,loamy,5.72,3.18,4.03,1.37,18.1896,5.521100000000001,1.7987421383647797,2.9416058394160585,1.4193548387096773,2.321167883211679,1.6899999999999995,1.81,7.79,12.73,43.92,4.264926728561699,2.349702108778898,3.294560866493996
setosa,246.7,sandy,4.57,3.12,1.56,0.24,14.258400000000002,0.3744,1.46474358974359,6.500000000000001,2.92948717948718,13.000000000000002,3.01,2.88,4.94,22.05,56.74,3.776029660900455,0.6118823416311342,38.083333333333336
setosa,86.4,clay,4.66,3.72,1.92,0.27,17.3352,0.5184,1.2526881720430108,7.111111111111111,2.427083333333333,13.777777777777777,2.74,3.45,5.4,21.27,57.73,4.163556172312318,0.72,33.43981481481482
setosa,171.8,sandy,5.43,2.38,1.33,0.2,12.9234,0.266,2.2815126050420167,6.65,4.082706766917293,11.9,4.1,2.18,3.62,18.18,56.94,3.5949130726625365,0.5157518783291051,48.584210526315786
versicolor,70.7,clay,6.04,3.19,3.81,0.99,19.2676,3.7719,1.8934169278996864,3.8484848484848486,1.5853018372703411,3.2222222222222223,2.23,2.2,6.8,14.08,55.83,4.389487441604087,1.9421379971567416,5.10819480898221
versicolor,287.6,clay,5.68,3.49,5.2,1.71,19.8232,8.892,1.627507163323782,3.04093567251462,1.0923076923076922,2.04093567251462,0.4799999999999995,1.7800000000000002,9.07,15.37,61.07,4.452325235200142,2.9819456735494025,2.2293297345928926
setosa,214.5,clay,4.15,4.24,1.6,0.36,17.596000000000004,0.576,0.9787735849056604,4.444444444444445,2.59375,11.77777777777778,2.5500000000000003,3.88,5.73,20.44,63.68,4.1947586342959,0.758946638440411,30.54861111111112
virginica,130.0,loamy,6.33,3.31,6.15,2.13,20.9523,13.0995,1.9123867069486404,2.887323943661972,1.0292682926829269,1.5539906103286385,0.1799999999999997,1.1800000000000002,12.41,9.6,65.94,4.577368239501821,3.619323141141172,1.5994732623382573
virginica,69.6,clay,6.43,3.4,6.52,1.76,21.862,11.4752,1.8911764705882352,3.704545454545454,0.9861963190184048,1.9318181818181817,-0.0899999999999998,1.64,12.46,12.15,54.54,4.6756817684697065,3.3875064575584206,1.9051519799219183
versicolor,63.7,loamy,6.15,2.87,4.9,0.99,17.6505,4.851,2.142857142857143,4.94949494949495,1.2551020408163265,2.8989898989898992,1.25,1.88,9.03,12.83,67.37,4.201249814043435,2.202498581157318,3.6385281385281383
setosa,190.9,loamy,5.23,3.78,1.38,0.33,19.7694,0.4553999999999999,1.3835978835978835,4.181818181818182,3.789855072463769,11.454545454545451,3.850000000000001,3.45,5.17,19.41,44.56,4.446279343451106,0.6748333127521196,43.4110671936759
virginica,240.8,clay,6.51,3.6,6.49,2.83,23.436,18.3667,1.808333333333333,2.293286219081272,1.003081664098613,1.2720848056537102,0.0199999999999995,0.77,14.32,9.67,67.59,4.841074260946634,4.285638808859188,1.2760049437296843
setosa,198.4,sandy,4.91,2.8,1.29,0.14,13.748,0.1806,1.7535714285714288,9.214285714285714,3.806201550387597,20.0,3.62,2.66,4.77,14.62,50.85,3.707829553795589,0.4249705872175155,76.12403100775192
virginica,216.7,clay,5.72,3.32,4.61,1.74,18.9904,8.0214,1.7228915662650603,2.649425287356322,1.2407809110629069,1.908045977011494,1.1099999999999994,1.5799999999999998,12.22,12.99,70.09,4.357797608884561,2.832207619508146,2.367467025706236
virginica,283.7,sandy,6.42,2.55,4.46,1.52,16.371,6.7792,2.5176470588235293,2.9342105263157894,1.4394618834080717,1.6776315789473684,1.96,1.0299999999999998,10.85,11.23,62.05,4.046109242222705,2.603689689651976,2.414886712296436
versicolor,292.0,sandy,5.42,2.4,4.16,1.22,13.008,5.0752,2.2583333333333333,3.4098360655737707,1.3028846153846154,1.9672131147540983,1.2599999999999998,1.18,8.84,14.88,63.51,3.606660505231952,2.252820454452596,2.5630517023959647
virginica,185.2,loamy,6.69,3.08,5.51,1.84,20.6052,10.1384,2.1720779220779223,2.994565217391304,1.2141560798548094,1.6739130434782608,1.1800000000000006,1.24,14.61,12.62,71.34,4.53929509946203,3.1840854259896987,2.0323916988873982
setosa,99.4,clay,5.72,3.68,1.19,0.5,21.0496,0.595,1.5543478260869563,2.38,4.80672268907563,7.36,4.529999999999999,3.18,3.64,22.62,60.27,4.587984306860694,0.7713624310270756,35.37747899159665
setosa,134.6,clay,5.8,3.97,1.62,0.56,23.026,0.9072,1.4609571788413096,2.892857142857143,3.5802469135802464,7.0892857142857135,4.18,3.41,4.16,24.16,55.69,4.7985414450643225,0.9524704719832526,25.38139329805996
virginica,102.6,sandy,7.47,2.14,6.14,1.61,15.9858,9.8854,3.4906542056074765,3.8136645962732914,1.216612377850163,1.329192546583851,1.33,0.53,13.63,8.28,71.5,3.998224605997017,3.1441055961910696,1.6171121047200925
setosa,252.9,loamy,4.42,2.22,1.41,0.24,9.8124,0.3384,1.9909909909909909,5.875,3.1347517730496457,9.250000000000002,3.01,1.98,5.14,23.58,35.23,3.1324750597570605,0.5817215828899595,28.996453900709223
versicolor,265.5,loamy,5.6,3.12,4.35,1.49,17.471999999999998,6.4815,1.7948717948717947,2.919463087248322,1.2873563218390804,2.093959731543624,1.25,1.63,6.59,17.03,65.53,4.179952152836202,2.5458790230488173,2.695672298079148
setosa,141.6,sandy,5.3,2.98,1.62,0.18,15.794,0.2916,1.778523489932886,9.000000000000002,3.271604938271605,16.555555555555557,3.68,2.8,4.39,18.37,51.48,3.9741665792968464,0.54,54.16323731138545
